study_accession	run_accession	read_count	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	scientific_name	tax_id
PRJEB45999	ERR6558478	24282362	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	HiSeq X Ten	Homo sapiens	9606
PRJEB45999	ERR6558479	30940432	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	HiSeq X Ten	Homo sapiens	9606
PRJEB45999	ERR6558483	11925474	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	HiSeq X Ten	Homo sapiens	9606
PRJEB44723	ERR14161590	181898	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	HiSeq X Ten	Homo sapiens	9606
PRJEB44723	ERR6221492	25165480	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	Homo sapiens	9606
PRJEB44723	ERR8202903	19435766	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	Homo sapiens	9606
PRJEB44723	ERR8202905	29094356	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB44723	ERR8202907	102822998	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB44723	ERR8202908	53000744	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB44723	ERR8202911	21409856	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB44723	ERR8202912	19558916	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670954	25386652	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670958	23463618	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670964	44696102	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670966	47752750	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670968	1669398	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670971	64292942	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670972	406988	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579689	18201330	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579697	28658666	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579698	15510313	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670955	31974918	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670956	27391158	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670957	14036010	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670960	23326404	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670963	42717054	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670967	40133430	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670969	21344616	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579690	12677550	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579691	14923341	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579692	15506926	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579693	13080903	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579694	14926337	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579695	15292032	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB34569	ERR3579696	21562225	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670952	23558668	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670953	37721052	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670959	30941550	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670961	38266054	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670962	26357270	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670965	43940962	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
PRJEB43389	ERR5670970	26595426	WGS	METAGENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 4000	Homo sapiens	9606
